pagina,id_doc,remetente,destinatario,data,tipo_doc,onomastico,memo_resumo
1663,CO_1097,Rosalita Mendes de Almeida,Candido Portinari,25/08/1929,Carta,Celso Kelly,"Acusa recebimento de carta, pedindo maiores detalhes do acidente com o navio Bagé. Diz que o Salão Independente, organizado por Celsoi Kelly, está em andamento, já tendo sido noticiado pelo ""Globo"". Pede notícias da vida em Paris."
1664,CO_1098,Rosalita Mendes de Almeida,Candido Portinari,08/09/1929,Carta,Orlando Teruz,Trata de assuntos pessoais. Comenta a exposição de Teruz.
1666,CO_1099,Rosalita Mendes de Almeida,Candido Portinari,31/10/1929,Carta,Carlos Domingues,"Agradece os presentes que recebeu dele, através de Carlos Domingues. Fala na Exposição de Artistas Brasileiros, promovida por Celso Kelly."
1670,CO_1100,José Caridade,Candido Portinari,15/12/1946,Carta,null,Pede notícias de Aparecida.
1671,CO_1101,Richard Carline,Candido Portinari,08/07/1946,Carta,Muniz de Aragão,"Recorda visita recente feita aos Portinaris, desejando que a exposição seja um sucesso. Informa estar enviando notícia sobre a Exposição Internacional de Arte Moderna, a realizar-se no Museu de Arte Moderna de Paris, interessado em tratar da participação de artistas brasileiros."
1672,CO_1102,Richard Carline,Candido Portinari,13/01/1947,Carta,null,"Agradece a colaboração de Portinari para a Exposição Internacional de Arte Moderna, da Unesco, informando que está enviando um catálogo da mesma."
1673,CO_1103,Rosalita Mendes de Almeida,Candido Portinari,29/12/1929,Carta,null,"Agradece a carta e os livros que Portinari mandou pelo Natal, comentando detalhes dos mesmos. Cumprimenta o pintor pelo aniversário."
1677,CO_1104,Rosalita Mendes de Almeida,Candido Portinari,12/07/1930,Carta,null,Mostra-se feliz por ter recebido carta de Portinari. Reclama da falta de notícias constantes. Pede-lhe que volte a pintar. Comenta que irá a Paris brevemente.
1681,CO_1105,Rosalita Mendes de Almeida,Candido Portinari,30/08/1930,Carta,null,"Mostra-se contente por ter recebido carta de Portinari. Conta de sua estadia em Praga, queixando-se dos muitos compromissos que a ocupam."
1684,CO_1106,Rosalita Mendes de Almeida,Candido Portinari,06/10/1930,Carta,null,"Estranha muito a falta de notícias da parte de Portinari. Informa ter recebido a carta que fala no Palaninho, enviada ao Brasil e reenviada pela família dela."
1687,CO_1107,Rosalita Mendes de Almeida,Candido Portinari,08/10/1930,Cartão-postal,null,"Informa que está na Alemanha, sem saber quando chegará em Paris. Comenta ter havido um terremoto e diz-se penalizada por não poderem ir juntos ao Museu (Alemão), que é considerado o maior do mundo."
1689,CO_1108,Rodolfo Klein,Candido Portinari,06/02/1954,Carta,null,"Informa estar enviando, ao pintor, cinquenta exemplares do catálogo da exposição de Portinari (no Masp)."
1690,CO_1109,Manoel Kantor,Candido Portinari,06/02/1954,Cartão-postal,Eugenio Luraghi,"Relata sua viagem, que já dura um ano, quando conheceu Luraghi e Gotuzzo. Informa ter convivido também com Guillén."
1692,CO_1110,Carmona,Candido Portinari,26/10/1950,Carta,Rafael Alberti,"Convida Portinari a encontrar-se com ele, sugerindo um local onde comumente ele reúne-se com outros amigos espanhóis, em Paris."
1694,CO_1111,Helena Carpeaux,Maria Portinari,28/03/1944,Carta,null,"Mostra-se saudosa dos Portinaris, pedindo que Maria arranje, para ela, uma casa em Petrópolis, próxima à que estão, onde pretende passar uma semana. Comenta suas aulas de russo. Otto Maria, em bilhete manuscrito, reclama da falta de tempo e da saudade que sente das conversas no Cosme Velho."
1695,CO_1112,Helena Carpeaux,Maria Portinari,13/10/1946,Carta,null,"Relata as boas notícias, enviadas por seus sobrinhos, sobre o êxito da exposição de Portinari. Pede que Maria procure ver como eles estão, realmente, mostrando-se preocupada por saber que vão imigrar para a África. Em bilhete manuscrito, Otto cumprimenta Portinari pela consagração recebida em Paris, concorda com a desistência da ida a Londres, pois acredita serem atrasados em matéria de artes plásticas, e diz-se satisfeito com o breve retorno anunciado pelo casal."
1696,CO_1113,Helena Carpeaux,Maria Portinari,/  /1948,Carta,null,"Relata, a Maria, o entusiasmo que sentiu quando visitou o ""São Francisco"" da Pampulha e quando recebeu a foto da ""Primeira Missa"". Otto Maria Carpeaux diz, em bilhete manuscrito ao casal, estar enviando, anexa, cópia da nota que dará nos jornais, sobre a ""Primeira Missa""."
1698,CO_1114,Helena Carpeaux,Maria Portinari,/10/1946,Carta,null,"Deseja sucesso à exposição de Portinari, comentando assuntos pessoais."
1700,CO_1115,Helena Carpeaux,Maria Portinari,/01/1946,Carta,Axel Leskoschek,"Comenta sobre a próxima exposição de Portinari, em Paris, incentivando o casal a ir a Paris, na ocasião. Sabedor que Portinari não pretendia ir, Otto aconselha que vá, pois ""a presença pessoal sugere simpatias que ajudam a entupir bocas hostis..."""
1703,CO_1116,Helena Carpeaux,Maria Portinari,/10/19--,Carta,Dante Milano,"Tratam de assuntos pessoais, informando sobre a mudança dos Pongettis para o edifício Leme e dando notícias dos amigos comuns. Otto comenta que o ""Salão"" estava ""um nojo"", assim como o mundo das letras."
1706,CO_1117,Georgina de Albuquerque,Candido Portinari,23/04/1954,Telegrama,null,"Convoca Portinari para reunião dos filiados à Associação Internacional dos Artistas Plásticos, pedindo confirmação de recebimento do telegrama."
1707,CO_1118,Otto Maria Carpeaux,Candido Portinari,28/02/1944,Carta,null,"Lamenta não poder visitar os Portinaris em Petrópolis, desabafando sua amargura com injustiças que vem sofrendo."
1710,CO_1119,Otto Maria Carpeaux,Maria Portinari,26/12/1945,Carta,Oswaldo Teixeira,"Cumprimenta os Portinaris pelo Natal, enviando votos de feliz Ano Novo. Informa que adquiriu cópia de uma natureza morta de Oswaldo Teixeira. Mostra-se desejoso que voltem breve."
1711,CO_1120,Helena Carpeaux,Maria Portinari,15/07/1946,Carta,Picasso,"Otto mostra-se entusiasmado com a possiblidade de êxito da exposição de Portinari em Paris. Encomenda dois livros sobre a literatura russa. Helena, em bilhete, cumprimenta os Portinaris e trata de assuntos pessoais"
1712,CO_1121,Otto Maria Carpeaux,Maria Portinari,26/01/1948,Carta,null,"Tendo chegado de Belo Horizonte, escreve para Portinari elogiando o ""São Francisco"" da Pampulha. Acusa recebimento de telegrama dos amigos e mostra-se saudoso."
1714,CO_1122,Otto Maria Carpeaux,Maria Portinari,02/03/1948,Carta,Carlos Drummond de Andrade,"Mostra-se feliz com a possibilidade de Portinari voltar ao Brasil, em breve. Inforam ter escrito artigo sobre Portinari, em ""A Manhã"". Reafirma sua amizade pelo casal."
1716,CO_1123,Otto Maria Carpeaux,Maria Portinari,21/10/1950,Carta,null,Mostra-se feliz com a volta dos Portinaris ao Rio.
1717,CO_1124,Helena Carpeaux,Maria Portinari,/  /19--,Carta,Dante Milano,"Otto comenta seu ""pequeno acidente medicínico"", reclamando por Dante ter contado, e informa que Jorge de Lima, mais uma vez, foi derrotado nas eleições para a Academia Brasileira de Letras. Helena cumprimenta os amigos, manifestando sua saudade."
1718,CO_1125,Marta Del Carril,Maria Portinari,26/09/1940,Carta,null,"Pede que os Portinaris telefonem, para vê-los antes de partir."
1720,CO_1126,Marta Del Carril,Maria Portinari,02/10/1940,Carta,null,"Pede que os Portinaris telefonem, para encontrá-los antes de sua volta a Buenos Aires"
1722,CO_1127,Altamiro Carrilho,Candido Portinari,25/10/1957,Carta,null,"Agradece as palavras de louvor, dizendo-se honrado por sua arte tê-las merecido."
1723,CO_1128,Altamiro Carrilho,Candido Portinari,13/11/1957,Carta,null,"Informa estar enviando mais discos ""para o meu grande fan"", dizendo-se honrado com tal amizade."
1724,CO_1129,Georgina de Albuquerque,Candido Portinari,14/04/1959,Telegrama,Lucílio de Albuquerque,"Convida para a solenidade de aniversário de morte de Lucílio Albuquerque, na Escola Nacional de Belas Artes."
1725,CO_1130,Carlos Zamboni,Candido Portinari,23/04/1952,Carta,null,"Avisa que já enviou os desenhos da igreja e que está enviando, agora, o orçamento aproximado. Diz que pode executar o projeto em poucos dias."
1726,CO_1131,Leonardo Altuve Carrillo,Candido Portinari,21/10/1958,Carta,null,"Cumpimenta Portinari, solicitando a entrega do retrato de Martha, a ela mesma ou a quem ela indicar."
1727,CO_1132,Antônia Carruso,Candido Portinari,28/12/1944,Carta,Antônio Gonzaga,"Pede que Portinari intercedo, junto a Getúlio Vargas, para que seu marido, preso em Brodowski, seja solto."
1728,CO_1133,H. A. Cartledge,Candido Portinari,23/07/1949,Carta,null,"Agradece a participação de Portinari na exposição em benefício do Royal Air Force Benevolent Fund, que foi apresentada em diversas cidades da Grã-Bretanha."
1729,CO_1134,Ildefonso Falcão,Candido Portinari,/  /1946,Bilhete,null,"Envia cópia de nota de jornal, onde o British Council parece convidar Portinari a expor, em Londres, quando encerrar sua mostra em Paris."
1730,CO_1135,Maria Portinari,Carlos Leão,01/10/1938,Bilhete-postal,null,Portinari informa que estão todos engordando. Maria e Olga dizem estar se divertindo muito.
1732,CO_1136,Leonore Hubrecht,Maria Portinari,14/02/1938,Carta,null,"Mme. Hubrecht manda lembranças aos Portinaris. Comenta ter visto os retratos que Portinari fez para os Cabot e elogia as ilustrações do livro de Ribeiro Couto. Este, hospedado com os Hubrecht, diz ter visto quadros e fotos de quadros do pintor. Pergunta por seu retrato e por outra obra (descreve) que desejava comprar."
1734,CO_1137,Antônio de Barros Carvalho,Candido Portinari,29/03/1939,Carta,Antônio Portinari,"Cumprimenta Portinari, comenta sua recente viagem ao Norte e dá informações sobre uma lecneça de trabalho que conseguiu para o Zé (Antônio). Avisa que trouxe lembranças para Rossi e para ele, Portinari."
1737,CO_1138,Antônio de Barros Carvalho,Candido Portinari,12/01/1940,Carta,Amália de Barros Carvalho,"Comenta assuntos gerais, destacando o calor horrível que faz no Rio de Janeiro. Trata de assuntos de ordem prática: aluguel do apartamento, venda de quadros, remessa de revistas e trabalhos de Rosa Maria."
1740,CO_1139,Antônio de Barros Carvalho,Candido Portinari,26/01/1940,Carta,null,"Trata de assuntos pessoais e práticos. Entre outros, sobre o pagamento das contas que chegaram à casa de Portinari."
1742,CO_1140,Antônio de Barros Carvalho,Candido Portinari,14/02/1940,Carta,Arthur Rubinstein,"Comenta assuntos gerais e informa como remeteu, pela Panair, umas litografias e uma reprodução do ""Morro""."
1746,CO_1141,Antônio de Barros Carvalho,Candido Portinari,26/01/1941,Carta,Amália de Barros Carvalho,Trata de assuntos pessoais.
1748,CO_1142,Hélio Feijó,Candido Portinari,22/06/1938,Carta,null,"Apresenta um amigo pintor, que poderia ajudar Portinari nos murais."
1749,CO_1143,Antônio de Barros Carvalho,Candido Portinari,10/03/1942,Carta,null,Comenta assuntos pessoais.
1751,CO_1144,Antônio de Barros Carvalho,Candido Portinari,29/04/1943,Carta,null,Informa estar enviando a declaração do imposto de renda para Portinari assinar.
1752,CO_1145,Antônio de Barros Carvalho,Candido Portinari,24/08/1943,Carta,null,"Informa estar enviando o rascunho da carta para a Fiscalização Bancária, para Loy datilografar e Portinari assinar."
1753,CO_1146,Antônio de Barros Carvalho,Candido Portinari,01/11/1943,Carta,Dante Milano,"Agradece carta e presente enviados. Dá notícias do Rio. Informa que mandou buscar o retrato da Lia, que será despachado para Recife. Avisa que enviará conferência sobre arte moderna, que trata dele, Portinari, tão logo saia publicada. Pergunta por Dante Milano."
1755,CO_1147,Joaquim Rocha Ferreira,Candido Portinari,07/05/1938,Carta,Olegário Mariano,"Dá notícias de sua estadia em Roma, pedindo que Portinari interceda por ele, junto a Olegário, para receber o dinheiro que lhe é devido."
1758,CO_1148,Antônio de Barros Carvalho,Candido Portinari,29/01/1945,Carta,Lelio Landucci,Comenta assuntos pessoais.
1762,CO_1149,Antônio de Barros Carvalho,Candido Portinari,11/09/1946,Carta,Antônio Portinari,"Comenta assuntos gerais e a entrevista do arcebispo de Belo Horizonte, negando permissão para o funcionamento da Igreja da Pampulha."
1766,CO_1150,Antônio de Barros Carvalho,Candido Portinari,21/04/1939,Cartão,null,"Comenta a notícia da aquisição do ""Morro"" pelo Museum of Modern Art, de Nova York, informando que está enviando recorte do ""Correio da Manhã"", mas que o ""Jornal do Commercio"" também deu a notícia."
1768,CO_1151,Antônio de Barros Carvalho,Candido Portinari,31/12/1939,Carta Circular,Helena Rubinstein,"Comenta assuntos gerais e financeiros. Informa que saiu o artigo escrito por ele, do qual está enviando cópia."
1771,CO_1152,Apolônio de Carvalho,Maria Portinari,24/08/1946,Carta,null,"Desculpa-se por não ter, ainda, encontrado os Portinaris, justificando-se e marcando encontro."
1772,CO_1153,Apolônio de Carvalho,Maria Portinari,10/08/1946,Carta,null,"Desculpa-se pela demora em devolver a capa de chuva de Maria. Informa estar devolvendo, avisando quando passará no hotel."
1773,CO_1154,Apolônio de Carvalho,Maria Portinari,18/09/1946,Carta,Anatole Jakovsky,"Despede-se dos Portinari. Informa que Millaud irá visitá-lo e que gostou muito dos quadros dele, Portinari. Diz que Besson está fora, mas que estão providenciando quem escreva o artigo (sobre Portinari)."
1774,CO_1155,Enrico Bianco,Candido Portinari,30/03/1939,Carta,Florence Horn,"Diz ter recebido o telegrama de Portinari e enviado outro a Florence Horn, em Nova York. Fala sobre o embarque dos painéis para a Feira Mundial de Nova York."
1776,CO_1156,Antônio Carlos Portinari de Carvalho,Maria Portinari,/  /19--,Carta,Antônio Portinari,Dá notícias da família.
1778,CO_1157,José Portinari Leão,Maria Portinari,/  /19--,Carta,null,DATA_INICIO: 19--/  /
1779,CO_1158,Antônio Carlos Portinari de Carvalho,Maria Portinari,/  /193-,Carta,Baptista Portinari,Dá notícias da família.
1780,CO_1159,G. Otaviano,Candido Portinari,14/06/1939,Carta,Gustavo Capanema,"Pede ajuda a Portinari quanto a um requerimento seu, enviado a Capanema, para curso na Escola Nacional de Música, e quanto a um outro, de Renato Viana."
1782,CO_1160,Ellen M. Ach,Candido Portinari,16/12/1939,Carta,Florence Horn,"Agradece a acolhida dos Portinaris, durante sua estada no Rio de Janeiro. Elogia os painéis do Ministério da Educação. Comenta que Florence Horn, a quem é grata por tê-los apresentado, encontra-se nas Filipinas."
1783,CO_1161,Nélson Nóbrega,Candido Portinari,10/06/1939,Carta,Alfredo Mesquita,"Diz estar enviando retratos da família de Portinari, bem como do Almeida Júnior, pedindo desculpas pela qualidade. Comenta exposição coletiva da Família Artística Paulista, referindo à crítica escrita por Alfredo Mesquita, que está enviando junto com a carta."
1784,CO_1162,Evelyn Carvalho,Candido Portinari,24/01/1962,Cartão-postal,null,"Comenta já ter enviado cartão anteriomente, supondo que tenha se extraviado. Pergunta por seu quadro, que estaria sendo pintado por Portinari."
1786,CO_1163,Beba de Real de Ásila,Maria Portinari,03/09/1938,Carta,Carlos Washington Aliseris,"Diz estar enviando a carta por Aliseris, agradecendo as gentilezas recebida durante sua estada no Rio. Pede que mandem catálogos das exposições de Portinari, para que possa acompanhar seus trabalhos. Fala sobre a necessidade dos pintores da Améroca encontrarem formas de expressão próprias, livres da influência européia. Transmite preocupações com sua própria pintura, perguntando-se se dve ou não continuar. Pede conselhos"
