titulo,conteudo
(CO) Consulta Correspondência\CO_5871,"COD_TIPO: CO
NUM_ANTDOC: 5871
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Solange Bouvier-Ajam
ONOMÁSTICO: Candido Portinari
DESTINATARIO: null
MEMO_RESUMO: Acusa recebimento das caixas provenientes de Haifa, contendo as obras de Portinari. Informa que, na abertura das caixas (na presença de representantes do transportador e da Alfândega Francesa), foram constatados certos estragos, notadamente arranhões, em três telas, bem como um rasgo em um grande desenho, nomeando as obras afetadas. Informa, ainda, que escreveu imediatamente ao Museu de Haifa, solicitando o nome do correspondente da Companhia de Seguros, em Paris. Mas o Museu não soube informar, fornecendo o endereço da empresa correspondente, no Rio de Janeiro. Pede, então, que informem o nome da Companhia em Paris, ressaltando que avisaram a Portinari, sobre a carta recebida de Haifa.
DATA_INICIO: 1957/02/26"
(CO) Consulta Correspondência\CO_5872,"COD_TIPO: CO
NUM_ANTDOC: 5872
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Oscar Borgerth
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Mostra-se apreensivo com a situação política, informando que ""a revolução irrompeu violentamente em vários pontos do país"". Comenta que tal situação causa-lhe prejuízos financeiros, atrapalhando seus concertos e interferindo também no envio do dinheiro que Portinari emprestou-lhe.
DATA_INICIO: 1930/10/"
(CO) Consulta Correspondência\CO_5872,
(CO) Consulta Correspondência\CO_5873,"COD_TIPO: CO
NUM_ANTDOC: 5873
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Assis Chateaubriand
DESTINATARIO: Pietro Maria Bardi
MEMO_RESUMO: Informa estar à disposição para fazer algo no retrato do dr. Assis. Acusa recebimento de cheque e de um catálogo. Envia votos de feliz 1958.
DATA_INICIO: 1958/01/05"
(CO) Consulta Correspondência\CO_5874,"COD_TIPO: CO
NUM_ANTDOC: 5874
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Gilberto 
MEMO_RESUMO: Envia votos de bom 1941, de toda a família. Avisa estar trabalhando, tendo feito algumas pontas seca, bem como estudos para afrescos da Capelinha da ""Nonna"".
DATA_INICIO: 1941/01/"
(CO) Consulta Correspondência\CO_5874,
(CO) Consulta Correspondência\CO_5875,"COD_TIPO: CO
NUM_ANTDOC: 5875
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Baptista Portinari
DESTINATARIO: Elizabeth Bishop
MEMO_RESUMO: Agradece, comovido, as palavras enviadas por ocasião do falecimento do pai de Portinari.
DATA_INICIO: 1958/04/"
(CO) Consulta Correspondência\CO_5876,"COD_TIPO: CO
NUM_ANTDOC: 5876
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Marcio de Mello Franco Alves
ONOMÁSTICO: Jacob Crane
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta seu novo amigo, Jacob Crane.
DATA_INICIO: 1941/09/"
(CO) Consulta Correspondência\CO_5876,
(CO) Consulta Correspondência\CO_5877,"COD_TIPO: CO
NUM_ANTDOC: 5877
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: null
ONOMÁSTICO: null
DESTINATARIO: null
MEMO_RESUMO: Acusa recebimento da carta endereçada a Mr. Constantin e, em resposta, informa que foram reservadas as cabines em favor de Candido Portinari. Entretanto, avisa que precisam atender às solicitações das prioridades do Governo francês, caso venha a ser necessário.
DATA_INICIO: 1946/08/28"
(CO) Consulta Correspondência\CO_5878,"COD_TIPO: CO
NUM_ANTDOC: 5878
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Pietro Maria Bardi
MEMO_RESUMO: Acusa recebimento de carta, informando não ter, em casa, nenhum trabalho pronto. Pede que Bardi informe o tamanho desejado pelo amigo para que possa pintar um.
DATA_INICIO: 1961/  /"
(CO) Consulta Correspondência\CO_5879,"COD_TIPO: CO
NUM_ANTDOC: 5879
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Deoclécio Redig de Campos
ONOMÁSTICO: Bassano Vaccarini
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta ter lido sobre uma exposição de arte brasileira, a ser organizada em Milão e outras cidades italianas. A Associação, interessada em promover o intercâmbio artístico entre as nações, oferece sua sede em Roma.
DATA_INICIO: 1946/10/15"
(CO) Consulta Correspondência\CO_5880,"COD_TIPO: CO
NUM_ANTDOC: 5880
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rockwell Kent
ONOMÁSTICO: null
DESTINATARIO: Gustavo Capanema
MEMO_RESUMO: Ressalta estar enviando para ele, Ministro, e, através dele, ao povo brasileiro, congratulações por terem, no Brasil, um artista como Candido Portinari, a quem foi entregue a missão de decorar o edifício do Ministério da Educação, no Rio de Janeiro. Recorda a premiação de Portinari no Carnegie Institute. Informa estar sendo organizada uma grande mostra de pinturas de Portinari em Nova York. Solicita fotografias da decoração do Ministério para serem incluídas na exposição.
DATA_INICIO: 1938/01/22"
(CO) Consulta Correspondência\CO_5881,"COD_TIPO: CO
NUM_ANTDOC: 5881
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Florence Horn
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: No verso de carta de Rockwell Kent (onde ele sugere a ela que Portinari exponha suas obras), diz concordar com a idéia dele, o que pode despertar o interesse de colecionadores. Informa estar indo para New Orleans mas que, quando voltar, poderá ter novidades para Portinari, sobre sua ida a Nova York. Diz que lá está tão quente quanto o Rio de Janeiro, em fevereiro.
DATA_INICIO: 1939/06/"
(CO) Consulta Correspondência\CO_5882,"COD_TIPO: CO
NUM_ANTDOC: 5882
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Paulo Rossi Osir
MEMO_RESUMO: Acusa recebimento de carta, solicitando modificações em um desenho, cuja simplificação é rechaçada por Portinari, autorizando apenas a ampliação. Informa que desistiram da casa em Barbizon, e que ficarão mesmo em Paris.
DATA_INICIO: 1950/10/02"
(CO) Consulta Correspondência\CO_5883,"COD_TIPO: CO
NUM_ANTDOC: 5883
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Alice Landau
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Já tendo feito contato anterior, quando Portinari considerou ter o questionário acentuado cunho político, informa estar enviando novo questionário, esperando que esteja formulado de maneira mais adequada.
DATA_INICIO: 1960/12/12"
(CO) Consulta Correspondência\CO_5883,
(CO) Consulta Correspondência\CO_5884,"COD_TIPO: CO
NUM_ANTDOC: 5884
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Eugenio Luraghi
ONOMÁSTICO: null
DESTINATARIO: Abrahão Koogan
MEMO_RESUMO: Diz esperar que tenha recebido sua carta anterior, datada de 21 de janeiro. Apresenta o preço estimado pelo editor para o livro de desenhos de Portinari, com 3000 exemplares. Conforme foi dito, o pagamento deve ser adiantado. Pede que lhe escreva.
DATA_INICIO: 1957/02/15"
(CO) Consulta Correspondência\CO_5885,"COD_TIPO: CO
NUM_ANTDOC: 5885
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Eugenio Luraghi
ONOMÁSTICO: null
DESTINATARIO: Abrahão Koogan
MEMO_RESUMO: Agradece carta recebida e orienta quanto ao banco onde depositar o pagamento. Responde a algumas dúvidas dele em relação ao livro.
DATA_INICIO: 1957/04/06"
(CO) Consulta Correspondência\CO_5886,"COD_TIPO: CO
NUM_ANTDOC: 5886
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Eugenio Luraghi
ONOMÁSTICO: null
DESTINATARIO: Abrahão Koogan
MEMO_RESUMO: Acusa recebimento de telegrama, onde Koogan diz aguardar o envio da maquete do livro. Informa que ela só estará completa em cerca de um mês e propõe que Koogan vá a Milão ou a Torino para ver o trabalho, para não atrasar nem aumentar custos.
DATA_INICIO: 1957/05/24"
(CO) Consulta Correspondência\CO_5887,"COD_TIPO: CO
NUM_ANTDOC: 5887
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Ahmés de Paula Machado
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece a carta (de recomendação) recebida, desculpando-se pela urgência com que a mesma foi solicitada. Desculpa-se também pela demora em agradecer, informando que a decisão ainda deverá demorar.
DATA_INICIO: 1945/01/20"
(CO) Consulta Correspondência\CO_5887,
(CO) Consulta Correspondência\CO_5888,"COD_TIPO: CO
NUM_ANTDOC: 5888
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Abraham Mandelstam
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede permissão para incluir o nome de Portinari no livro ""Absent Moments in the Lives of Significant People"".
DATA_INICIO: 1941/11/28"
(CO) Consulta Correspondência\CO_5889,"COD_TIPO: CO
NUM_ANTDOC: 5889
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Olegário Mariano
MEMO_RESUMO: Rafirma o afeto que o liga a Olegário.
DATA_INICIO: 1930/07/"
(CO) Consulta Correspondência\CO_5890,"COD_TIPO: CO
NUM_ANTDOC: 5890
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodolfo Lima Martensen
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Mostra-se preocupado que Portinari não tenha recebido sua carta de 24 de janeiro, enviando uma cópia. Pede alguma notícia quanto à possibilidade de executar o quadro para seu amigo, um dos assuntos da carta referida.
DATA_INICIO: 1952/02/11"
(CO) Consulta Correspondência\CO_5891,"COD_TIPO: CO
NUM_ANTDOC: 5891
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Renato Firmino Maia de Mendonça
ONOMÁSTICO: Aguinaldo Boulitreau Fragoso
DESTINATARIO: Guillermo Winter
MEMO_RESUMO: Informa estar enviando cópia de telegrama recebido da Embaixada do Brasil em Buenos Aires a respeito da vinda ao Chile da Exposição  de Portinari. Comenta a resposta rápida do referido Embaixador, que sugere a nelhor e mais prática maneira de alcançar esse objetivo, importante para as relações culturais entre Brasil e Chile.
DATA_INICIO: 1959/05/18"
(CO) Consulta Correspondência\CO_5892,"COD_TIPO: CO
NUM_ANTDOC: 5892
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Aguinaldo Boulitreau Fragoso
ONOMÁSTICO: null
DESTINATARIO: Renato Firmino Maia de Mendonça
MEMO_RESUMO: Sobre o telegrama que trata do envio ao Chile da exposição de desenhos de Portinari, localmente promovida pela Instituto Argentino-Israelita (em Buenos Aires), sugere que seja feito entendimento direto com a Embaixada do Brasil e a de Israel, ambas no Chile.
DATA_INICIO: 1959/05/15"
